q_no,q_concept,question,1,2,3,4,5,gold_label,pos_explaination,neg_explaination,combined_explaination
e4d5083d17f7fb9f26da502717eb4108,local,"The station was local, but Sarah could pick up signals from where?",distant,eat cake,worldwide,far away,foreign,far away,"Far away is grammatically fit in
One can catch far away signals from local station.","Distant is grammatically incorrect
Eat cake is not related to direction
one cannot pick signal from worldwide
Local station cannot related to foreign place","But in the sentance signfies a contradiction, Sarah was able to catch the far off signals despite the station being local. All the other options like Eat cake, ditant, worldwide and foreign are irrelevant contexually and grammatically."
606794f2ee5e43ab934c8106d5796903,lizard,The lizard tried to warm itself by resting where?,porch,rocky areas,garden,shady spot,sunny place,sunny place,Sunny place has ample amount of sunlight to keep a lizard warm,"porch may or may not have sunlight
Rocky areas can be a part of sunny place
Shady spot does not have sunlight to keep warm
Garden may or may not have sunlight to keep warm","To keep warm, the lizards need to rest on a sunny place. Porch, Rocky areas, shady spots and garden are not sure place to have sunlight which means they can lack warmth."
17dcd3b9741b651126cff5cae15e3823,using television,What would you do to a television after you finish using television?,entertainment,choosing,change channel,fall asleep,turning off,turning off,"After you finish using television, you would be turning it off.","You cant do entertainment after you have finished using television.
Choosing is not a correct option.
You dont need to change channel after you have finished using television.
A television cant fall asleep after you finish using it.","After you finish using television, you would be turning it off. You cant do entertainment after you have finished using television. Choosing is not a correct option. You dont need to change channel after you have finished using television. A television cant fall asleep after you finish using it."
8e27884dbac4720e9d1ebbb7d57c0c5c,oil,What would need oil to be used?,ground,human  body,repair shop,combustion engines,service station,combustion engines,"Combustion engine need oil
Without oil, a engine cannot start","Ground does not require oil
Human body can fucntion without oil
Service station require people not oil
Repair shops need spare parts not oil",A combustion engine cannot start if it does not have oil. All the other options are incorrect as they can work without oil or even do not require it.
7b08e487bfcb66093d1747308ef686a3,people,What is someone who wants a lot of money?,selfish,weird,greedy,ridiculous,hungry,greedy,"People  who constantly desire something strongly are called greedy
Greedy people usually desire a lot of money","People who want a lot of money are not called selfish
Weird has nothing to do with a lot of money
Ridiculous people do not always desire money
Someone who wants a lot of money is not called hungry",People  who constantly desire something strongly are called greedy. Greedy people usually desire a lot of money. People who want a lot of money are not called selfish. Weird has nothing to do with a lot of money. Ridiculous people do not always desire money. Hungry is an irrelevant answer.
47ba1fcbb912c1fd68f596a4471ec2d4,driving,If you hit someone while driving what could happen to that person?,deaths,get arrested,moving,using gas,may die,may die,"Person may die when he gets hit heavily.
hitting while driving is heavily","death might not happen to person who is hit by.
person who is hit by you might not get arrested.
Person who is hit while driving couldn't move always.
use of gas is not thing that can happen to person who is hit by you.","Person may die when he gets hit heavily and hitting someone while driving is heavily.death might not happen to person who is hit by.
           person who is hit by you might not get arrested.Person who is hit while driving couldn't move always.use of gas is not thing that can happen to person who is hit by you."
6bbeda6d7eef15163e0ebbb3f46d8567,material,"If the world is materials, what is it made out of?",fabric store,ideas,anything,physical world,science lab,anything,World is made of muliple things hence it can be made of anything,"Science labs can analyze materials and things
Fabric store has different types of fabric
physical world is not a place to go
ideas can be anything abstract","If the world is made of material, there are thousand types of material hence it can be made of anything. All the other options are rigid hence are incorrect."
0e6238e5592d0b0cec8ab562aa750280,tennis court,"Professionals are playing tennis for money, where are they likely?",wimbledon,college campus,country club,health club,outside,wimbledon,"Wimbledon is a tennis tournament.
Professionals play tennis for earning money at wimbledon.","Professionals dont play at any college campus.
Country club is not a place for playing tennis.
At health club, money cant be earned by playing tennis.
Outside is not a correct option.","Professionals play tennis for earning money at wimbledon. Professionals dont play at any college campus. Country club is not a place for playing tennis. At health club, money cant be earned by playing tennis. Outside is not a correct option."
4a0736f6e71c58b083d8d5fe53f1d4d3,play piano,"The teacher explained why he should play piano even though he wanted to play guitar, she said it was the best introduction to what?",learn how,learn music,make music,take lessons,practice,learn music,"Playing guitar is difficult task in learning music
Both Guitar and piano are played to learn music","Learn how is vague
Make music is done only after one learns how to make music
Taking lessons is a part of learning music
Practice does not have a introduction",Playing guitar or pianao are both a music related field and introduce the person to learning music. A guitar is more difficult than piano while learning music. All the other options are not the most fesiable choices as they are not an introduction to something.
748af43c0c48e14830f6e007e5abd629,reading book,If a group of friends have gathered after reading a book they are likely about to have a what?,learn things,discussion,fit,learning,nightmares,discussion,"Discussion can be done after reading a book.
A gruoup of friends have gathered after reading a book to have a discussion.","Friends are not gathered to learn things.
They are not gathered for a fit.
After reading a book, friends have not gathered for learning anything.
After reading a book, friends have not gathered for discussing nightmares.","A gruoup of friends have gathered after reading a book to have a discussion. Friends are not gathered to learn things. They are not gathered for a fit. After reading a book, friends have not gathered for discussing nightmares or learning anything."
0b0f1ff84580f1975ae12d695cc3d706,bbq,What delta state is known for good bbq?,backyard,ribs,restaurant,louisiana,texas,louisiana,"Bbq is very famous in louisiana.
A place is famous for something if it is good there.","Backyard is not a state.
Ribs is not a state.
Restaurant is not a state.
Texas is a state but is not famous for bbq.",Bbq is very famous in louisiana and a place is famous for something if it is good there. Louisiana is the delta state known for good bbq. Texas is not famous for bbq and the other options are not states.
c44b25b384a210b1629b93b7aa55b13a,chatting with friends,Why would you stop chatting with friends?,learning about,meeting,misunderstanding,laughter,silliness,misunderstanding,"One stops chatting after a misunderstanding
Misunderstanding can happen between friends
Misunderstanding refers to understanding incorrectly","Learning about does not refer to understanding incorrectly
One does not stop chatting after a meeting
One does not stop chatting after laughter
Silliness does not refer to understanding incorrectly",One stops chatting after a misunderstanding and not after a meeting or laughter. Misunderstanding can happen between friends and refers to understanding incorrectly unlike learning about and silliness.
aa2dcd9bcce5e4445bd3bacbf0bb11d3,beer,Where do people get beer after a bit of gambling?,bottle,grocery store,casino,spaceship,hockey game,casino,"Casino is a large building which has bar and gambling games.
Bar sells beer.","Bottle is a container and not a place.
Grocery store does not have gambling.
Spaceship is a vessel in space.
Spaceship does not have beer or gambling.
Hockey game does not have gambling.",Casino is a large building which has bar and gambling games and bar sells beer. One can get beer after some gambling in a casino. Bottle is not a place and all the other options do not have gambling.
ad155cba9a0a8ea165d474049d62a16e,playing cards,What do people want to feel while playing cards?,amusement,anger,win money,happiness,loss of interest,amusement,"When one plays cards, they do not know what cards are in game, hence they feel amused
Amusement is a feeling that means shocked or astonished","Win money is not feeling
Happiness is a feeling that comes with winning
Loss of intrest is not a feeling
One does not play cards to get anger",The game of cards have various twists and turns as not all cards are in open. This creates sense of astonishmenet that on efeels which is amusement. All the other options are not what one wants to feel while playing cards.
a64d45cecde84fdcf5f0a79805a0c6fe,committing murder,What could committing murder prevent someone from doing?,go to jail,cry,find god,guilty conscience,problems,find god,"Committing murder can prevent the person from being able to find god.
One cannot find God by committing evil crimes like murder.","Committing murder increases the chances of someone to go to jail if found guilty.
Committing murder increase the chances of someone to cry after they feel guilty of the crime.
Committing murder gives rise to a guilty conscience, as the murderer will feel regret or guilt.
Committing murder increase one’s problems as one lives in the fear of being punished for the crime.","Committing murder can prevent the person from being able to find god. One can’t find God by committing evil crimes like murder. Committing murder increases the chances of someone to go to jail if found guilty. Committing murder increase the chances of someone to cry after they feel guilty of the crime and it gives rise to a guilty conscience, as the murderer will feel regret or guilt.  Committing murder increase one’s problems as one lives in fear of being punished for the crime."
cfa980561efe82e7ae7080d4f081b463,becoming inebriated,What is someone operating a vehicle likely to be accused of after becoming inebriated?,punish,arrest,automobile accidents,drunk driving,talking nonsense,drunk driving,"Getting inebriated means getting drunk from drinking alcohol.
Driving is the action of operating a vehicle.
Drunk driving means operating vehicle while on alcohol.
People are generally accused of offense.","Punish means to inflict penalty for some offense.
Punishing itself may not be an offense.
Arrest is the action locking up for offense.
Arrest itself may not be an offense.
Automobile accidents result after drunk driving.
Operating a vehicle while being inebriated doesn’t necessarily cause automobile accidents.
Talking nonsense is not an offense to accuse someone.",Getting inebriated means getting drunk from drinking alcohol and driving is the action of operating a vehicle. Drunk driving means operating vehicle while on alcohol which is an offense according to law. People are generally accused of offenses so one operating a vehicle after getting inebriated will likely be accused of drunk driving. Operating a vehicle while being inebriated doesn’t necessarily cause automobile accidents and the other options are not necessarily offenses.
520972425aed0e532fa28a91c9b55b30,buying beer,If you're buying beer for a float trip what are you preparing to do?,get arrested,have fun,get sick,spend money,stupidity,have fun,"Float trips are taken to have fun
Having beer results in having fun
Having fun is to enjoy self","Getting arrested is not to enjoy self
Getting sick is not to enjoy self
Float trips are not taken to spend money
Stupidity is not to enjoy self","Float trips and having beer result in having fun which is to enjoy self. Getting arrested, getting sick and stupidity are not to enjoy self. Float trips are not taken to spend money."
72128c59ca7dab3d03127ec42e9aa86e,standing in line,A  person who is standing in like is likely to do what to pass the time?,fidgeting,get tired,run,tiredness,frustration,fidgeting,"Time pass can be done by fidgeting.
A person is likely to do fidgeting to pass the time when standing in line.","Getting tired dont fits here.
A person need not run to pass their time.
Tiredness is not a correct option.
By getting frustration, time can't be passed.","Time pass can be done by fidgeting.
A person is likely to do fidgeting to pass the time when standing in line.  Getting tired dont fits here. A person need not run to pass their time. Tiredness is not a correct option. By getting frustration, time can't be passed."
04b14dc02005de62bf86a392092b57d1,creativity,"She enjoyed fabric as a medium, her creativity really showed when she would what?",create art,draw,sew,write,express yourself,sew,"Sewing requires fabric as medium and sewing some thing not ordinary requires creativity.
Creative person always enjoys his work of creation.","Creating art doesn't always needs fabric.
Drawing doesn't need fabric mostly.
Fabric is not needed to write.
Fabric is not needed to express yourself.","Sewing requires fabric as medium and sewing some thing not ordinary requires creativity and Creative person always enjoys his work of creation.
           Creating art doesn't always needs fabric.  Drawing doesn't need fabric mostly. Fabric is not needed to write or express yourself."
f116ee6620c0f171e5db54bc03a5f2e2,person,What might a kind person do?,cross street,talk to themselves,open doors,throw away,study greek,open doors,"A kind person is someone who helps everyone
A kind person might help someone by opening doors for others too","Crossing street is not restricted to kind people only
People generally do not talk to themselves
Throw away is not related to being a kind person
Studying greek is not restricted to kind people only",A kind person is someone who helps everyone. A kind person might help someone by opening doors for others too. Crossing street or studying greek is not restricted to kind people only. People generally do not talk to themselves. Throw away is an irrelevant option.
888d361b4e21b10feca70949d663e936,food can,Where do people keep their food cans?,supermarket,recycling center,backpack,refrigerator,house,house,Food cans owned by people are usually kept in their house only as house is their private property.,"People cannot keep their own food cans in supermarket as its not private place.
People cannot keep their own food cans in recycling center as it only collects empty cans.
People doesn't keep their food cans in backpack always as backpack is used to carry things only when they need to go somewhere.
Not all the food cans are required to be kept in refrigerator.","Food cans owned by people are usually kept in their house only as house is their private property. People cannot keep their own food cans in supermarket as its not private place.
           People cannot keep their own food cans in recycling center as it only collects empty cans. People doesn't keep their food cans in backpack always as backpack is used to carry things only when they need to go somewhere.
            Not all the food cans are required to be kept in refrigerator."
10c03f73db44320787136d17b9b591d9,christian,"The christian rock band was on a large stage, the singer's foot got caught on a wire and he had a small what?",commit sin,fail,disobey,stumble,boo boo,stumble,"A stumble can be small
One stumbles through their feet
Singers can stumble","Singers alone do not commit sin
One does not fail through their feet
One does not disobey through their feet
One does not boo boo through their feet","A stumble can be small and one stumbles through their feet and not fail, disobey or boo boo through their feet. Singers can stumble but they alone do not commit sin."
5b0cf0e02379eb47db6c7980e0f86114,soccer field,What is a soccer field at a school next to?,countryside,swimming pool,open place,park,school yard,school yard,"A soccer field is a school yard.
School yard is a soccer field next to a school.","Countryside might not be next to a school.
Swimming pool is not a soccer field.
Open place is not a correct option.
A park might not be next to school with a soccer field.",A soccer field is a school yard. School yard is a soccer field next to a school. Open place is not a correct option.Countryside might not be next to a school. Swimming pool is not a soccer field. A park might not be next to school with a soccer field.
18ace55d8d50c25e3d4d872a67368b58,watching tv,"When a man is watching tv and a nude women comes on, they tend to get?",sad,erections,entertainment,boredom,get fat,erections,"Man gets erection by seeing a nude woman.
When a man is watching tv and a nude women comes on, they tend to get erections","Man may not get sad by watching tv.
Entertainment is not due to seeing a naked woman.
By watching tv, a person might not get boredom.
Man dont get fat by watching a nude woman.","Man gets erection by seeing a nude woman. When a man is watching tv and a nude women comes on, they tend to get erections. Man may not get sad by watching tv. Entertainment is not due to seeing a naked woman. By watching tv, a person might not get boredom. Man dont get fat by watching a nude woman."
9b27d13d047d1023997c112176b58d5e,blue,What colors are in the RBG model?,red green,sky,rainbow,orange red,red yellow,red green,"RBG model is a model that contains colors
The colors Red, Blue and Green form the model","Sky is not a color
Rainbow is not a color
Orange red do not form the RBG model
Red yellow do not form the RBG model","RBG is a color model that contains the colors red, blue and green. Sky and rainbow are not colors. Orange red and red yellow do not form part of the RBG model."
4a4f6408fae400ce0beb5bea0f9913e9,drug,Where is a drug kept in a home bathroom?,nursery,ghetto,cupboard,pharmacy,medicine cabinet,medicine cabinet,"Home Bathroom have medicine cabinet
Medicine cabinet is used to keep drug","Home bathrom doesn't have nursery.
ghetto is a part of city not bathroom.
cupboard of bathroom is used to keep bathing essentials.
Home bathroom doesn't have pharmacy.","Home Bathroom have medicine cabinet and it used to keep drug.  Home bathrom doesn't have nursery or pharmacy.
            ghetto is a part of city not bathroom.cupboard of bathroom is used to keep bathing essentials."
fd5faa7591f5990609d3f8b6595a8541,fish,"Fish comes in all varieties, many people prefer the ones than can be what?",striped,colorful,gills,snakefish,eaten raw,eaten raw,"There are many types of fish.
Many people prefer fishes that can be eaten raw.","Striped fish is not type of fishes.
Colorful fishe is not type of fishes.
Gills is organ of fish and not type of fish.
Snakefish is not preferable by many people for eating.","There are many types of fish and Many people prefer fishes that can be eaten raw.Striped fish or colorful fish is not type of fishes.
           Gills is organ of fish and not type of fish. Snakefish is not preferable by many people for eating."
d46b609218bcbb2208af197567b2c2a8,quality,"He expected high quality for the money he spent, but the chair fell apart from what?",bad taste,crummy,cheap,medium,poor workmanship,poor workmanship,"Chair fell apart as a result of poor workmanship.
Money was spent for a high quality but not on poor workmanship.","Chair cant give a bad taste.
Chair cant be cheap.
Chair cant be medium.
Crummy doesnt suits here.",Chair fell apart as a result of poor workmanship. Money was spent for a high quality but not on poor workmanship. Chair cant give a bad taste. Crummy doesnt suits here. Chair cant be medium or cheap.
8c7a7b60ef55a631f9885e0ea88446fb,couch,"Because it was only two bedroom, one of the three roommates slept on the couch in the where?",rest area,party,bathroom,waiting room,apartment,apartment,"Apartment is one living space in a large building.
Apartments usually are small with only one or two bedrooms.","Rest area is where people pee and poop.
Rest area may not have couch.
Party is an event where people enjoy.
People don’t sleep in a party.
Bathroom is where people bath.
Bathroom won’t have couch.
Waiting room is where people wait for someone or something.
People don’t sleep in the waiting room.",Apartment is one living space in a large building which usually are small with only one or two bedrooms. So one of the three roommates slept on the couch in the apartment. People don’t sleep in a party or in waiting room and the other options may not have couch.
ffc3461d437a1c6c22d1c4f6439ebd9c,child,What rubber toy filled with helium will make a child happy?,loved,learn,eat cake,balloon,become adult,balloon,"Balloon is a rubber toy
Balloon is filled with helium
Balloon makes children happy
Balloon is a thing","Loved is not a rubber toy
Learning is not a rubber toy
Eating cake is not a rubber toy
Becoming adult is not a thing","Balloon is a rubber toy while loved, learning and eating cake are not. It is filled with helium and makes children happy. Balloon is a thing unlike becoming adult."
1e7d74e176e22c2e6c4a8c0d3b6dcece,going for run,What could happen to your shoes if you are going for run?,lose your laces,getting hot,feeling tired,working out,lack of energy,getting hot,"To run is to move one's legs rapidly forward.
Moving legs rapidly forward causes friction between feet and shoes.
Friction causes shoes to get hot.","Lace is a cord passed through eyelets on sides of shoe.
Going for run might not always cause to lose laces.
Shoes are incapable of getting tired.
Working out is one's physical exercise.
Shoes are incapable of working out.
Shoes are incapable of lacking energy.",Running is moving of legs rapidly forward which causes friction between feet and shoes resulting in shoes getting hot. So going for a run causes shoes to get hot. Going for run might not always cause to lose laces and shoes are incapable of other options.
4bf9be84b7fe18c85b2457d5deb31271,sloth,Where did the kidnappers take the sloth from?,wilderness,encyclopedia,school,dictionary,countryside,wilderness,"The sloth can be found at wilderness.
The kidnappers has taken the sloth from wilderness.","Encyclopedia is not a place to find sloth.
Sloth cant be found at school.
Dictionary is not a place to find sloth.
The kidnappers might not take the sloth from countryside.",The sloth can be found at wilderness. The kidnappers has taken the sloth from wilderness. Encyclopedia or dictionary is not a place to find sloth. Sloth cant be found at school. The kidnappers might not take the sloth from countryside.
32d5b7fcae24f0d4871cfb219c5a4b47,metal,Metal is used to make what?,junkyard,ore,instruments,metal fabrication shop,bowls,instruments,"Intruments are made of metal
Mental can be deformed to take intrument shapes","Junkyard is place of scrap metals
Ore is place from where metal is extracted
Metal fabrication shops fabricate metals
Bowls can be made of anything",Intruments are genrally made of metal as it makes them stiff. All the other options are not things nescessarily made of metal.
4477fb61fde4bb8695c241dfc366b554,bread,"If someone was making breakfast, they'd probably put two slices of bread in the what?",plastic bag,pantry,supermarket,toaster,prison,toaster,"Toasted bread is a kind of breakfast
Bread is toasted in a toaster
Toaster is an appliance","Bread is not toasted in a plastic bag
Pantry is not an appliance
Supermarket is not an appliance
Prison is not an appliance","Bread is toasted using a toaster and had for breakfast. Toaster is an appliance unlike a pantry, supermarket or a prison. Bread is also not toasted in a plastic bag."
191844ac2d3a61796f3d2dafc0b6d38a,creature,"If there is a creature that you cannot see, where is it likely to be?",dark place,world,zoo,in a cage,woods,dark place,"Creatures are not visible in the dark place due to darkness.
If you cannot see the creature you are likely to be at dark place.","Creature in the world are not always invisible.
creatures in the zoo are mostly visible only.
Creature in a cage is also visible mostly.
Woods doesn't always have creatures.","Creatures are not visible in the dark place due to darkness so  If you cannot see the creature you are likely to be at dark place.
            Creature in the world are not always invisible.creatures in the zoo are mostly visible only.Creature in a cage is also visible mostly.
             Woods doesn't always have creatures."
9b631734e72a0e559da153492c1e7894,hearing testimony,"The juror was quite bored and zoning out but wanted to convey he was hearing testimony, so he just sat there doing what?",take notes,nodding,change of heart,writing down,listening,nodding,"Nodding is the action of moving one's head to show understanding or approval.
One would want to show understanding to convey that he was hearing something.","Taking notes might not convery that one is hearing something.
Having change of heart does not convery that one is hearing something.
Writing down might not convery that one is hearing something.
Nodding conveys that one is listening.",Nodding is the action of moving one's head to show understanding or approval which is necessary to convey that one was hearing something. So the Juror was just sitting there and nodding to convey he was hearing the testimony. Nodding conveys that one is listening and all the other options might not convery that one is hearing something.
87fa845f82e38879a0a3eb1ff708a665,below,"He left camp following the river down below, his partnered remained where?",upstairs,inside,over,upstream,above,upstream,"Upstream is a direction along a river.
The opposite direction of down below along a river is upstream.","There are no stairs along a river.
One won’t stay in a river to remain inside it.
One won’t stay in a river to remain over it.
One won’t stay in a river to remain above it.",Upstream is a direction along a river which is the opposite direction of down below along a river. He went down below while his partner remained upstream. There are no stairs along a river and one cannot remain or stay in the places given in the other options relating to a river.
478a2734a41c208d54b79e165590c8d2,skin,What will happen to skin pinched in something?,feel cold,feel pressure,feel bumpy,itches,feel clammy,feel pressure,Skin will feel pressure if it is pinched in something.,"By getting pinched in something, skin will not feel cold.
By getting pinched in something, skin will not feel bumpy.
Itches might not happen if skin got pinched in something.
By getting pinched in something, skin will not feel clammy.","Skin will feel pressure if it is pinched in something. Itches might not happen if skin got pinched in something. By getting pinched in something, skin will not feel clammy or cold or bumpy."
4336a8c55b7cb17275d1c60206cd2f18,fire extinguisher,Where is a good idea but not required to have a fire extinguisher?,school bus,boat,house,hospital,school,house,House is not required under any law to have fire extinguisher but its good idea to have it for safety reasons.,"School bus is required to have a fire extinguisher.
Boat is required to have a fire extinguisher
Hospital is required to to have a fire extinguisher mandatorily.
School is required to have a fire extinguisher.","House is not required under any law to have fire extinguisher but its good idea to have it for safety reasons.School bus and boat is required to have a fire extinguisher.
             Hospital is required to to have a fire extinguisher mandatorily. School is also required to have a fire extinguisher."
888b3bc5ab3884aa8dd3e5be8d19fec5,telephone directory,Where would you keep a business telephone directory?,office,house,book shelves,phone booth,building,office,"Business telephone directory contains business contacts.
Business contacts are kept in office for their easy retrieval.","There is no need to keep a business related directories at house.
In book shelf, many books are kept. This is special book so kept at office.
Phone booth is present in a public place.
Business telephone directory is not to be kept in a building.","Business telephone directory contains business contacts, hence it is kept at office.     There is no need to keep a business related directories at house. In book shelf, many books are kept, This is special book so kept at office. Phone booth is present in a public place. Business telephone directory is not to be kept in a building. It is kept at proper place in office."
f130d7847a31b4873d142d8ac2eeb7e0,guns,"It was the only way out of town, the police parked their vehicles and drew their guns to create a what?",war,sporting goods store,military base,roadblock,fun,roadblock,"A roadblock is a barrier or barricade on a road.
Barricades are set up to stop people passing through a road.
Roads are ways of out towns.","War is a state of armed conflict between different countries or different groups within a country.
War is not created by parking vehicles on roads.
Sporting goods store is a shop that sells sport goods.
Sporting goods store is not created by parking vehicles on roads.
Military base is a facility directly owned and operated by or for the military.
Military base is not created by parking vehicles on roads.
Parking vehicles and drawing guns does not create fun.",A roadblock is a barrier or barricade on a road which is set up to stop people passing through a road. Roads are ways of out towns. The police parked their vehicles to create a roadblock. Parking vehicles and drawing guns does not create fun all the other options.
acb3147d946db3b06a596d48e0be56cf,airplanes,What could you use to get to some airplanes?,taxi,carry people,car,stall,crash,taxi,"Taxi is a means of transport on land.
One can find some airplanes in an airport.
One can go to an airport in a taxi.","Carry people is not a means of transport.
Car is a vehicle used on land and comes under taxi.
Stall means to stop and not a means of transport.
Crash means colliding violently and not a means of transport.",One can find some airplanes in an airport and can use a taxi to get to an airport. Car comes under taxi and other options are not means of transport.
1c90ea546cea6bfa7411ac4f45360c1e,anger,How can you get rid of anger?,write letter,release energy,scream,pass sentence,punch,release energy,"Releasing energy means expressing emotions to feel less burdened.
Anger is an emotion.","Writing a letter comes under releasing energy.
Scream means to cry loud.
Screaming comes under releasing energy.
Passing a sentence is to legally decide a criminal’s punishment.
Passing sentences may not get rid of anger.
Punching is striking with fist.
Punching comes under releasing energy.",Releasing energy means expressing emotions like anger to feel less burdened. So you can get rid of anger by releasing energy. Passing sentences may not get rid of anger and other options come under releasing energy.
68448137aff3142e26bf8b332b785720,driving car,"Dan is driving a car, though he's stopped at a light right now. What else can we assume that he's doing?",listening to the radio,car crash,moving,get sleepy,going someplace,going someplace,"you have to stop driving on red light at signal.
After light becomes green you can start driving again to go someplace.","he doesn't listen to the radio only when he is stopped at a light
Car crash cannot be assumed when someone stops at a light.
He is stopped at light so he is not moving.
he doesn't stop car at light when he gets sleepy.","you have to stop driving on red light at signal. After light becomes green you can start driving to go someplace.
           he doesn't listen to the radio only when he is stopped at a light.Car crash cannot be assumed when someone stops at a light.
           He is stopped at light so he is not moving. he doesn't stop car at light when he gets sleepy."
02d4e60834dcfdb0e045dfd6739bceaf,city,The city was very bright this time of year.  There was a much smaller population where?,suburbs,town,wilderness,outside,countryside,countryside,"Countryside has smaller population
Countryside is a land of the rural area","Suburbs are not the land of the rural area
Towns are not the land of the rural area
Wilderness is not the land of the rural area
Outside is not the land of the rural area","Countryside has smaller population and is a land of the rural area while suburbs, towns, wilderness and outside are not."
c5e83136a6105facb506868903285217,person,"The neolithic person was hungry, so what was their solution to the prblem?",thank god,hunt for food,feel humiliated,sleep,prepare to go,hunt for food,"Neolithic people are those who eat domesticated or wild crops and animals
Neolithic people tend to hunt deers or eat wild berries in dire situations
When a neolithic person is hungry, they often hunt for food","People generally do not thank god when they are hungry
Feeling humiliated is not related to being hungry or neolithic
People usually do not go to sleep when they are hungry
Prepare to go is not a solution to being hungry","Neolithic people are those who eat domesticated or wild crops and animals. Neolithic people tend to hunt deers or eat wild berries in dire situations. When a neolithic person iss hungry, they often hunt for food. People generally do not thank god when they are hungry. Feeling humiliated is not related to being hungry or neolithic. People usually do not go to sleep when they are hungry. Prepare to go is an irrelevant option."
743e295d90f2c6a92590fded47b23a3d,shampoo,Where do you see tiny bottles of shampoo when away from home?,shampoo bottle,hair salon,pedestrian's hands,at hotel,supermarket,at hotel,"At hotel, we find tiny shampoo bottles.
We are away from home, when we are at hotel.","Shampoo bottel is not a place.
At hair salon, there are no tiny shampoo bottles.
Pedestrian hands is not a place.
At supermarket, there are big shampoo bottles.","At hotel, we find tiny shampoo bottles. We are away from home, when we are at hotel. Shampoo bottel or Pedestrian hands is not a place. At hair salon or supermarket, there are no tiny shampoo bottles."
b997dadced459fae8e7998d22016e559,window,Where is a good place for a window in a house?,restroom,building,wall,classroom,space shuttle,wall,"Window is made on the wall.
Wall is a good place for a window in a house.","Restroom have windows but there is no restroom in a house.
Building cant be present in a house.
In a house, there is no classroom.
Space shuttle dont have a window.","Window is made on the wall. Wall is a good place for a window in a house. Building cant be present in a house. Restroom have windows but there is no restroom in a house. In a house, there is no classroom. Space shuttle dont have a window."
9f8e9758ebf14da8120e6b655b2e11de,playing games,What is the reason that playing games sometimes take on a more serious tone?,entertainment,forgetting,relaxation,competitiveness,happiness,competitiveness,When a game takes serious tone it means the player play for winning which can happen only if there is competitiveness,"Forgetting does not lead to making a game on serious tone
Relaxation is not related to making a game on serious tone
Happiness is not related to making a game on serious tone
Entertainment is not related to making a game on serious tone","If a Game takes a serious turn, it means that they players now want to win, hence there is competitiveness. All the other options are not related to why a game takes a serious note."
9e83edb18d50a0bbad716c822a9330f2,human,Where could a human run to hide if someone was chasing them in the midwest?,cornfield,workplace,restroom,star trek,space,cornfield,"Midwest terms to the rich farmlands of the northern central part of U.S.
Cornfield is a field in which corn is being grown.
Cornfield crops are 5 to 6 feet tall. A human can run to hide in a cornfield if someone was chasing him.","workplace in the Mideast or in the middle of farmlands is not relevant.
Restroom are not there in farmlands.
Star trek is a TV show and one cannot hide in it.
Space is not reachable by a running human and cannot hide in space.",Midwest terms to the rich farmlands of the northern central part of U.S. Cornfield is a field in which corn is being grown. Cornfield crops are 5 to 6 feet tall. A human can run to hide in a cornfield if someone was chasing him. workplace in the Mideast or in the middle of farmlands is not relevant. Restroom are not there in farmlands. Star trek is a TV show and one cannot hide in it. Space is not reachable by a running human and cannot hide in space.
2097fd4c58cc97f317f77d8989e868c6,paint,"The project needs paint, where to go to get some?",shelf,windowsill,shop,hardware store,workshop,hardware store,Hardware stores have paint that they sell to people who need it,"Shelf usually does not have paint
Windowsill does not have paint that can be used for some project
Not all shops ahve paint
Workshops are places where repairs are done","If one needs paint, they can go to a hardware store which sells paint. All the other options are not fesiable choice as they are not a place from where one can get paint for any project."
14beecdd1240d0d666c8f291b51f1f21,pretending,"The child was pretending he was in space, regular items were parts of his spaceship thanks to his what?",acting skills,imagining,creativity,making up story,alien intelligence,imagining,"child imagine and pretends to be in space
regular items were imagined to be parts of his spaceship","creativity is not pretended
acting skills cant be imagined
making up story is not been pretended
alien intelligence cant be pretended as its a book",child imagine and pretends to be in space. regular items were imagined to be parts of his spaceship. alien intelligence cant be pretended as its a book. making up story and creativity is not been pretended. acting skills cant be imagined.
69bef3eb55463d040bdf98e2c97bfe1f,walking,"To get out of there the person had to keep on walking, they had to keep on what?",moving forward,locomotion,blisters,rollerskate,exercise,moving forward,"A person keeps on moving forward while walking.
In order to get out of there the person had to keep on walking so that they can keep on moving forward.","Locomotion is not the way from getting out of any situation.
Blisters is not an activity
A person cannot walk through a rollerskate.
One cant do exercise while moving.",A person keeps on moving forward while walking. In order to get out of there the person had to keep on walking so that they can keep on moving forward. Blisters is not an activity. A person cannot walk through a rollerskate. Locomotion is not the way from getting out of any situation.
c24af7f30ff7dd24f30ccc3355d62e75,steel cable,Where could you find a steel cable that has not been completed yet?,winch,factory,roller coaster,ship,building,factory,"Factory contains an incomplete steel cable.
You could find a steel cable that has not been completed yet at factory.","Winch is not a place to find an incomplete steel cable.
Roller coaster is not a place to find an incomplete steel cable.
You may not find a steel cable at ship.
At building, a person may not find a steel cable that has not been completed.","Factory contains an incomplete steel cable. You could find a steel cable that has not been completed yet at factory. Roller coaster or winch is not a place to find an incomplete steel cable. You may not find a steel cable at ship. At building, a person may not find a steel cable that has not been completed."
