sentence,option1,option2,answer
"Dennis made a blue outfit while Aaron made a pink outfit for the baby, _ was expecting a girl.",Dennis,Aaron,2
"The woman determined the smell in the kitchen was coming from the potatoes instead of the onions, because the _ were rotten.",Potatoes,Onions,1
"The woman determined the smell in the kitchen was coming from the potatoes instead of the onions, because the _ were fresh.",Potatoes,Onions,2
Mary preferred to grill her vegetables in the patio instead of cooking them on the stove in the kitchen because it was too cold out to use the _ .,grill,stove,1
Mary preferred to grill her vegetables in the patio instead of cooking them on the stove in the kitchen because it was too hot inside to use the _ .,grill,stove,2
"Nick just started an accounting business, and Jeffrey started a bakery. _ is better at math.",Nick,Jeffrey,1
"Nick just started an accounting business, and Jeffrey started a bakery. _ is better at baking.",Nick,Jeffrey,2
"Since Kevin always broke the rules and Benjamin always followed them, _ was disciplined much less frequently.",Kevin,Benjamin,2
"Since Kevin always broke the rules and Benjamin always followed them, _ was disciplined much more frequently.",Kevin,Benjamin,1
Elena was skinnier than Lindsey because _ liked to eat a lot of cabbage and vegetables.,Elena,Lindsey,1
Elena was skinnier than Lindsey because _ didn't like to eat a lot of cabbage and vegetables.,Elena,Lindsey,2
For Halloween this year Victoria bought a costume at store but Katrina made their own as _ doesn't mind spending money.,Victoria,Katrina,1
For Halloween this year Victoria bought a costume at store but Katrina made their own as _ doesn't mind spending time.,Victoria,Katrina,2
Hunter confidently showed Adam the water tank that he built this weekend.  _ was impressed.,Hunter,Adam,2
Hunter confidently showed Adam the water tank that he built this weekend.  _ was handy.,Hunter,Adam,1
Lindsey was attempting to install carpet in Erins house because _ was an terrible at it.,Lindsey,Erin,2
Lindsey was attempting to install carpet in Erins house because _ was an expert at it.,Lindsey,Erin,1
Elena loves to read books but Jessica does not. _ bought books all the time.,Elena,Jessica,1
Elena loves to read books but Jessica does not. _ bought videos all the time.,Elena,Jessica,2
"After cleaning the greenhouse, Felicia loved finding a butterfly, yet Rachel was scared when _ showed it to her.",Felicia,Rachel,1
"After cleaning the greenhouse, Felicia loved finding a butterfly, yet Rachel was scared when _ looked at it.",Felicia,Rachel,2
Amy didn't have to get a lawyer even though Monica did because _ couldn't get their charges dropped.,Amy,Monica,2
Amy didn't have to get a lawyer even though Monica did because _ got their charges dropped.,Amy,Monica,1
The boat was painted by Victoria before Natalie bought it because _ was buying it.,Victoria,Natalie,2
The boat was painted by Victoria before Natalie bought it because _ was selling it.,Victoria,Natalie,1
"On Main Street, the boutique was having more success than the department store because the _ has a inappropriate selection of clothing.",boutique,department store,2
"On Main Street, the boutique was having more success than the department store because the _ has a quality selection of clothing.",boutique,department store,1
"Benjamin accused Adam of taking the last jar of peanut butter, _ is a hungry person.",Benjamin,Adam,2
"Benjamin accused Adam of taking the last jar of peanut butter, _ is a distrusting person.",Benjamin,Adam,1
3 cars could park in the garage but only 2 in the carport because the _ was smaller.,garage,carport,2
3 cars could park in the garage but only 2 in the carport because the _ was larger.,garage,carport,1
Lawrence did not like the smell of Joel's new soap but _ liked musky smells.,Lawrence,Joel,2
Lawrence did not like the smell of Joel's new soap because _ disliked musky smells.,Lawrence,Joel,1
"It was easier to get rid of the skunks from my yard, than the possums. _ must be insensitive to the wolf urine that I used.",skunks,possums,2
"It was easier to get rid of the skunks from my yard, than the possums. _ must be afraid of the wolf urine that I used.",skunks,possums,1
"Ken tried to draw a design onto his stencil paper while using a pencil, but the paper ripped because the _ was too thin.",pencil,paper,2
"Ken tried to draw a design onto his stencil paper while using a pencil, but the paper ripped because the _ was too sharp.",pencil,paper,1
we replaced the cement surface in the bedroom with wood because the _ was cold.,cement,wood,1
we replaced the cement surface in the bedroom with wood because the _ was warm.,cement,wood,2
"Jenny was training hard to meet the time requirement for the marathon, but the _ was slow.",training,time requirement,1
"Jenny was training hard to meet the time requirement for the marathon, but the _ was fast.",training,time requirement,2
"Many people thought Eric looked and acted younger than Steven, although _ was actually younger.",Eric,Steven,2
"Many people thought Eric looked and acted younger than Steven, although _ was actually older.",Eric,Steven,1
Emily was going to polish Lindsey car but did not because _ noticed it was about to rain.,Emily,Lindsey,1
Emily was going to polish Lindsey car but did not because _ told them it was about to rain.,Emily,Lindsey,2
"Tanya asked Angela which type of yarn would be best for crocheting a scarf, because _ was a novice.",Tanya,Angela,1
"Tanya asked Angela which type of yarn would be best for crocheting a scarf, because _ was an expert.",Tanya,Angela,2
Sarah found the sound of the sax peaceful but Maria found it grating. _ bought a Kenny G album.,Sarah,Maria,1
Sarah found the sound of the sax peaceful but Maria found it grating. _ bought a Metallic album.,Sarah,Maria,2
"Hunter had a more difficult time doing Yoga than Craig, because _ had a flexible body.",Hunter,Craig,2
"Hunter had a more difficult time doing Yoga than Craig, because _ had a rigid body.",Hunter,Craig,1
"The cold air inundated the shack but the house remained warm, as the _ 's windows remained closed .",shack,house,2
"The cold air inundated the shack but the house remained warm, as the _ 's windows remained open .",shack,house,1
"Because Lindsey liked to go camping more than Natalie, _ found owning a sleeping bag was essential.",Lindsey,Natalie,1
"Because Lindsey liked to go camping more than Natalie, _ didn't believe owning a sleeping bag was essential.",Lindsey,Natalie,2
"Sarah went to the hairdresser, she got a new hair cut for shorter length but no color. The _ was the same.",color,length,1
"Sarah went to the hairdresser, she got a new hair cut for shorter length but no color. The _ was changed.",color,length,2
The carrots were chosen to use alongside the meat in the dish instead of broccoli. The _ were unpopular.,carrots,broccoli,2
The carrots were chosen to use alongside the meat in the dish instead of broccoli. The _ were favorited.,carrots,broccoli,1
"We needed to return the book we barrowed from the library, but the _ was not finished.",library,book,2
"We needed to return the book we barrowed from the library, but the _ was not open.",library,book,1
Neil got a bird as a pet and Michael go a horse because _ liked animals that could fly.,Neil,Michael,1
Neil got a bird as a pet and Michael go a horse because _ liked animals that could gallop.,Neil,Michael,2
James finger could not enter his nose when it itched because the _ is very big.,nose,finger,2
James finger could not enter his nose when it itched because the _ is very small.,nose,finger,1
"Mary is a nurse, Rachel is a teacher therefore _ knows a lot about the control of swelling.",Mary,Rachel,1
"Mary is a nurse, Rachel is a teacher therefore _ knows little about the control of swelling.",Mary,Rachel,2
Katrina offered Carrie money to go through the spam folder because _ didn't mind to deal with it.,Katrina,Carrie,2
Katrina offered Carrie money to go through the spam folder because _ didn't want to deal with it.,Katrina,Carrie,1
Victoria helped Emily to write an essay for college because _ had only experiences with writing papers in high school.,Victoria,Emily,2
Victoria helped Emily to write an essay for college because _ had many experiences with writing papers in college.,Victoria,Emily,1
Jay washed the glass bowl instead of the plate because the _ was very clean.,bowl,plate,2
Jay washed the glass bowl instead of the plate because the _ was very dirty.,bowl,plate,1
"The vegetarian meal seemed very unappealing to Monica although Tanya loved it, because _ was a carnivore.",Monica,Tanya,1
"The vegetarian meal seemed very unappealing to Monica although Tanya loved it, because _ was a vegetarian.",Monica,Tanya,2
Bullies usually left Sarah alone but bothered Maria because _ was really very physically strong.,Sarah,Maria,1
Bullies usually left Sarah alone but bothered Maria because _ was really very physically weak.,Sarah,Maria,2
Benjamin prepared a list for Dennis to bring to the grocery store since _ had to work that weekend.,Benjamin,Dennis,1
Benjamin perpared a list for Dennis to bring to the grocery store since _ didn't have to work that weekend.,Benjamin,Dennis,2
